R,G,B,H,S,L,Brightness,Target
199.0,51.0,128.0,328.78,0.59,0.49,104.03,Medium
3.0,150.0,55.0,141.22,0.96,0.3,95.22,Medium
183.0,16.0,4.0,4.02,0.96,0.37,64.56,Bad
170.0,182.0,11.0,64.21,0.89,0.38,158.92,Medium
219.0,28.0,42.0,355.6,0.77,0.48,86.7,Bad
85.0,51.0,10.0,32.8,0.79,0.19,56.49,Medium
150.0,187.0,59.0,77.34,0.52,0.48,161.34,Medium
247.0,208.0,56.0,47.75,0.92,0.59,202.33,Medium
224.0,208.0,128.0,50.0,0.61,0.69,203.66,Medium
223.0,32.0,216.0,302.2,0.75,0.5,110.08,Medium
,58.0,55.0,,,,,
166.0,144.0,212.0,259.41,0.44,0.7,158.33,Good
146.0,201.0,103.0,93.67,0.48,0.6,173.38,Medium
224.0,136.0,,,,,,
85.0,233.0,12.0,100.18,0.9,0.48,163.55,Medium
92.0,154.0,235.0,213.99,0.78,0.64,144.7,Good
205.0,88.0,,,,,,
186.0,59.0,93.0,343.94,0.52,0.48,100.85,Bad
188.0,170.0,109.0,46.33,0.37,0.58,168.43,Medium
154.0,232.0,43.0,84.76,0.8,0.54,187.13,Medium
100.0,114.0,102.0,128.57,0.07,0.42,108.45,Medium
137.0,14.0,176.0,285.56,0.85,0.37,69.25,Medium
55.0,40.0,249.0,244.31,0.95,0.57,68.31,Good
38.0,251.0,,,,,,
141.0,123.0,126.0,350.0,0.07,0.52,128.72,Medium
30.0,14.0,232.0,244.4,0.89,0.48,43.64,Good
32.0,220.0,246.0,187.29,0.92,0.55,166.75,Good
250.0,93.0,199.0,319.49,0.94,0.67,152.03,Medium
44.0,238.0,138.0,149.07,0.85,0.55,168.59,Medium
191.0,149.0,6.0,46.38,0.94,0.39,145.26,Medium
123.0,35.0,129.0,296.17,0.57,0.32,72.03,Medium
226.0,10.0,143.0,323.06,0.92,0.46,89.75,Medium
94.0,167.0,139.0,156.99,0.29,0.51,141.98,Medium
130.0,114.0,24.0,50.94,0.69,0.3,108.52,Medium
7.0,98.0,233.0,215.84,0.94,0.47,86.18,Good
17.0,248.0,91.0,139.22,0.94,0.52,161.03,Medium
192.0,172.0,20.0,53.02,0.81,0.42,160.65,Medium
126.0,136.0,209.0,232.77,0.47,0.66,141.33,Good
184.0,88.0,210.0,287.21,0.58,0.58,130.61,Good
61.0,39.0,57.0,310.91,0.22,0.2,47.63,Medium
42.0,46.0,71.0,231.72,0.26,0.22,47.65,Medium
57.0,69.0,107.0,225.6,0.3,0.32,69.74,Medium
104.0,148.0,138.0,166.36,0.17,0.49,133.7,Medium
141.0,153.0,,,,,,
181.0,187.0,92.0,63.79,0.41,0.55,174.38,Medium
252.0,,56.0,,,,,
242.0,103.0,31.0,20.47,0.89,0.54,136.35,Bad
192.0,130.0,,,,,,
86.0,124.0,164.0,210.77,0.31,0.49,117.2,Good
115.0,25.0,228.0,266.6,0.8,0.5,75.05,Good
175.0,116.0,16.0,37.74,0.83,0.37,122.24,Medium
91.0,143.0,119.0,152.31,0.22,0.46,124.72,Medium
23.0,147.0,,,,,,
251.0,186.0,85.0,36.51,0.95,0.66,193.92,Medium
89.0,167.0,114.0,139.23,0.31,0.5,137.64,Medium
106.0,7.0,233.0,266.28,0.94,0.47,62.36,Good
130.0,234.0,55.0,94.86,0.81,0.57,182.5,Medium
143.0,27.0,236.0,273.3,0.85,0.52,85.51,Good
190.0,76.0,,,,,,
131.0,84.0,32.0,31.52,0.61,0.32,92.12,Medium
134.0,244.0,209.0,160.91,0.83,0.74,207.12,Medium
52.0,,178.0,,,,,
229.0,78.0,208.0,308.34,0.74,0.6,137.97,Medium
142.0,128.0,111.0,32.9,0.12,0.5,130.25,Medium
193.0,56.0,98.0,341.61,0.55,0.49,101.75,Bad
102.0,171.0,30.0,89.36,0.7,0.39,134.29,Medium
233.0,,149.0,,,,,
172.0,213.0,68.0,76.97,0.63,0.55,184.21,Medium
189.0,86.0,46.0,16.78,0.61,0.46,112.24,Bad
22.0,,147.0,,,,,
66.0,152.0,201.0,201.78,0.56,0.52,131.87,Good
252.0,,103.0,,,,,
62.0,135.0,78.0,133.15,0.37,0.39,106.67,Medium
87.0,166.0,165.0,179.24,0.31,0.5,142.26,Medium
247.0,35.0,69.0,350.38,0.93,0.55,102.26,Bad
140.0,77.0,241.0,263.05,0.85,0.62,114.53,Good
33.0,201.0,35.0,120.71,0.72,0.46,131.84,Medium
225.0,194.0,163.0,30.0,0.51,0.76,199.73,Good
135.0,149.0,65.0,70.0,0.39,0.42,135.24,Medium
67.0,32.0,64.0,305.14,0.35,0.19,46.11,Medium
50.0,28.0,101.0,258.08,0.57,0.25,42.9,Medium
101.0,6.0,76.0,315.79,0.89,0.21,42.38,Medium
148.0,76.0,85.0,352.5,0.32,0.44,98.55,Bad
,132.0,251.0,,,,,
37.0,111.0,154.0,202.05,0.61,0.37,93.78,Medium
26.0,162.0,115.0,159.26,0.72,0.37,115.98,Medium
11.0,141.0,171.0,191.25,0.88,0.36,105.55,Medium
37.0,117.0,64.0,140.25,0.52,0.3,87.04,Medium
67.0,129.0,241.0,218.62,0.86,0.6,123.23,Good
99.0,0.0,69.0,318.18,1.0,0.19,37.47,Medium
198.0,,84.0,,,,,
245.0,163.0,39.0,36.12,0.91,0.56,173.38,Medium
111.0,85.0,243.0,249.87,0.87,0.64,110.79,Good
138.0,252.0,,,,,,
,133.0,52.0,,,,,
106.0,,42.0,,,,,
178.0,11.0,197.0,293.87,0.89,0.41,82.14,Good
17.0,187.0,89.0,145.41,0.83,0.4,125.0,Medium
202.0,9.0,162.0,312.44,0.91,0.41,84.15,Medium
96.0,99.0,76.0,67.83,0.13,0.34,95.48,Medium
74.0,244.0,31.0,107.89,0.91,0.54,168.89,Medium
48.0,217.0,59.0,123.91,0.69,0.52,148.46,Medium
134.0,88.0,48.0,27.91,0.47,0.36,97.19,Bad
168.0,161.0,232.0,245.92,0.61,0.77,171.19,Good
,219.0,242.0,,,,,
205.0,152.0,253.0,271.49,0.96,0.79,179.36,Good
86.0,18.0,106.0,286.36,0.71,0.24,48.36,Medium
222.0,135.0,71.0,25.43,0.7,0.57,153.72,Bad
,14.0,124.0,,,,,
106.0,115.0,188.0,233.41,0.38,0.58,120.63,Good
255.0,48.0,18.0,7.59,1.0,0.54,106.47,Bad
69.0,146.0,67.0,118.48,0.37,0.42,113.97,Medium
,217.0,59.0,,,,,
25.0,170.0,,,,,,
83.0,211.0,22.0,100.63,0.81,0.46,151.18,Medium
36.0,187.0,38.0,120.79,0.68,0.44,124.86,Medium
146.0,125.0,82.0,40.31,0.28,0.45,126.38,Medium
191.0,7.0,156.0,311.41,0.93,0.39,79.0,Medium
139.0,160.0,169.0,198.0,0.15,0.6,154.75,Good
93.0,6.0,125.0,283.87,0.91,0.26,45.58,Medium
47.0,130.0,255.0,216.06,1.0,0.59,119.43,Good
15.0,9.0,67.0,246.21,0.76,0.15,17.41,Medium
19.0,81.0,0.0,105.93,1.0,0.16,53.23,Medium
251.0,169.0,177.0,354.15,0.91,0.82,194.43,Good
189.0,209.0,153.0,81.43,0.38,0.71,196.64,Medium
77.0,43.0,159.0,257.59,0.57,0.4,66.39,Medium
80.0,144.0,117.0,154.69,0.29,0.44,121.79,Medium
164.0,29.0,188.0,290.94,0.73,0.43,87.49,Good
248.0,152.0,25.0,34.17,0.94,0.54,166.23,Medium
220.0,33.0,,,,,,
91.0,38.0,125.0,276.55,0.53,0.32,63.77,Medium
87.0,252.0,158.0,145.82,0.96,0.66,191.95,Medium
155.0,38.0,215.0,279.66,0.7,0.5,93.16,Good
99.0,142.0,129.0,161.86,0.18,0.47,127.66,Medium
151.0,3.0,220.0,280.92,0.97,0.44,71.99,Good
111.0,125.0,46.0,70.63,0.46,0.34,111.81,Medium
13.0,148.0,51.0,136.89,0.84,0.32,96.58,Medium
76.0,59.0,214.0,246.58,0.65,0.54,81.75,Good
52.0,158.0,72.0,131.32,0.5,0.41,116.5,Medium
105.0,187.0,0.0,86.31,1.0,0.37,141.16,Medium
46.0,152.0,77.0,137.55,0.54,0.39,111.76,Medium
,,104.0,,,,,
17.0,164.0,26.0,123.67,0.81,0.35,104.31,Medium
69.0,17.0,190.0,258.03,0.84,0.41,52.27,Good
209.0,194.0,19.0,55.26,0.83,0.45,178.53,Medium
48.0,186.0,107.0,145.65,0.59,0.46,135.73,Medium
0.0,110.0,72.0,159.27,1.0,0.22,72.78,Medium
113.0,176.0,64.0,93.75,0.47,0.47,144.39,Medium
86.0,155.0,254.0,215.36,0.99,0.67,145.66,Good
7.0,132.0,108.0,168.48,0.9,0.27,91.89,Medium
59.0,108.0,12.0,90.62,0.8,0.24,82.4,Medium
66.0,141.0,31.0,100.91,0.64,0.34,106.03,Medium
,252.0,54.0,,,,,
33.0,100.0,127.0,197.23,0.59,0.31,83.04,Medium
223.0,226.0,25.0,60.9,0.8,0.49,202.19,Medium
116.0,121.0,75.0,66.52,0.23,0.38,114.26,Medium
144.0,,192.0,,,,,
68.0,50.0,202.0,247.11,0.6,0.49,72.71,Good
253.0,252.0,230.0,57.39,0.85,0.95,249.79,Good
49.0,,253.0,,,,,
25.0,171.0,220.0,195.08,0.8,0.48,132.93,Good
150.0,85.0,37.0,25.49,0.6,0.37,98.96,Bad
109.0,188.0,53.0,95.11,0.56,0.47,148.99,Medium
214.0,154.0,102.0,27.86,0.58,0.62,166.01,Bad
94.0,21.0,119.0,284.69,0.7,0.27,54.0,Medium
226.0,81.0,7.0,20.27,0.94,0.46,115.92,Bad
20.0,173.0,238.0,197.89,0.87,0.51,134.66,Good
17.0,,71.0,,,,,
83.0,209.0,31.0,102.47,0.74,0.47,151.03,Medium
19.0,87.0,52.0,149.12,0.64,0.21,62.68,Medium
164.0,226.0,144.0,105.37,0.59,0.73,198.11,Medium
200.0,90.0,108.0,350.18,0.5,0.57,124.94,Bad
109.0,189.0,156.0,155.25,0.38,0.58,161.32,Medium
23.0,107.0,13.0,113.62,0.78,0.24,71.17,Medium
69.0,133.0,199.0,210.46,0.54,0.53,121.39,Good
158.0,69.0,42.0,13.97,0.58,0.39,92.53,Bad
15.0,230.0,150.0,157.67,0.88,0.48,156.59,Medium
66.0,179.0,253.0,203.74,0.98,0.63,153.65,Good
147.0,105.0,236.0,259.24,0.78,0.67,132.49,Good
195.0,122.0,9.0,36.45,0.91,0.4,130.94,Medium
46.0,39.0,114.0,245.6,0.49,0.3,49.64,Medium
138.0,51.0,168.0,284.62,0.53,0.43,90.35,Good
77.0,201.0,171.0,165.48,0.53,0.55,160.5,Medium
76.0,228.0,239.0,184.05,0.84,0.62,183.81,Good
,104.0,211.0,,,,,
106.0,24.0,237.0,263.1,0.86,0.51,72.8,Good
169.0,,227.0,,,,,
160.0,152.0,133.0,42.22,0.12,0.57,152.23,Medium
,229.0,151.0,,,,,
114.0,9.0,254.0,265.71,0.99,0.52,68.33,Good
145.0,16.0,37.0,350.23,0.8,0.32,56.97,Bad
161.0,192.0,75.0,75.9,0.48,0.52,169.39,Medium
41.0,119.0,128.0,186.21,0.51,0.33,96.7,Medium
22.0,188.0,199.0,183.73,0.8,0.43,139.62,Good
90.0,149.0,181.0,201.1,0.38,0.53,135.01,Good
101.0,48.0,34.0,12.54,0.5,0.26,62.25,Bad
56.0,217.0,197.0,172.55,0.68,0.54,166.58,Medium
147.0,11.0,195.0,284.35,0.89,0.4,72.64,Medium
68.0,76.0,195.0,236.22,0.51,0.52,87.17,Good
186.0,151.0,47.0,44.89,0.6,0.46,149.61,Medium
41.0,129.0,141.0,187.2,0.55,0.36,104.06,Medium
,176.0,90.0,,,,,
141.0,49.0,15.0,16.19,0.81,0.31,72.63,Bad
210.0,3.0,40.0,349.28,0.97,0.42,69.11,Bad
161.0,224.0,154.0,114.0,0.53,0.74,197.18,Medium
33.0,158.0,35.0,120.96,0.65,0.37,106.6,Medium
228.0,165.0,220.0,307.62,0.54,0.77,190.11,Good
7.0,124.0,15.0,124.1,0.89,0.26,76.59,Medium
,142.0,134.0,,,,,
77.0,184.0,45.0,106.19,0.61,0.45,136.16,Medium
255.0,107.0,222.0,313.38,1.0,0.71,164.36,Medium
37.0,164.0,107.0,153.07,0.63,0.39,119.53,Medium
152.0,112.0,26.0,40.95,0.71,0.35,114.16,Medium
148.0,124.0,74.0,40.54,0.33,0.44,125.48,Medium
74.0,63.0,211.0,244.46,0.63,0.54,83.16,Good
190.0,5.0,255.0,284.4,1.0,0.51,88.81,Good
195.0,105.0,162.0,322.0,0.43,0.59,138.41,Medium
153.0,68.0,49.0,10.96,0.51,0.4,91.25,Bad
84.0,1.0,138.0,276.35,0.99,0.27,41.44,Medium
46.0,238.0,,,,,,
126.0,21.0,209.0,273.51,0.82,0.45,73.83,Good
151.0,173.0,171.0,174.55,0.12,0.64,166.19,Medium
211.0,208.0,,,,,,
178.0,154.0,231.0,258.7,0.62,0.75,169.95,Good
60.0,30.0,205.0,250.29,0.74,0.46,58.92,Good
119.0,124.0,,,,,,
31.0,130.0,202.0,205.26,0.73,0.46,108.61,Good
49.0,246.0,41.0,117.66,0.92,0.56,163.73,Medium
48.0,2.0,202.0,253.8,0.98,0.4,38.55,Medium
176.0,195.0,38.0,67.26,0.67,0.46,171.42,Medium
163.0,66.0,42.0,11.9,0.59,0.4,92.27,Bad
0.0,16.0,29.0,206.9,1.0,0.06,12.7,Bad
79.0,120.0,20.0,84.6,0.71,0.27,96.34,Medium
145.0,22.0,181.0,286.42,0.78,0.4,76.9,Medium
29.0,75.0,,,,,,
27.0,222.0,163.0,161.85,0.78,0.49,156.97,Medium
79.0,127.0,208.0,217.67,0.58,0.56,121.88,Good
229.0,138.0,240.0,293.53,0.77,0.74,176.84,Good
85.0,111.0,125.0,201.0,0.19,0.41,104.82,Good
192.0,213.0,93.0,70.5,0.59,0.6,193.04,Medium
129.0,146.0,100.0,82.17,0.19,0.48,135.67,Medium
112.0,126.0,167.0,224.73,0.24,0.55,126.49,Good
110.0,127.0,203.0,229.03,0.47,0.61,130.58,Good
149.0,18.0,92.0,326.11,0.78,0.33,65.6,Medium
99.0,136.0,72.0,94.69,0.31,0.41,117.64,Medium
157.0,94.0,78.0,12.15,0.34,0.46,111.01,Bad
126.0,251.0,223.0,166.56,0.94,0.74,210.43,Medium
157.0,152.0,2.0,58.06,0.97,0.31,136.39,Medium
119.0,224.0,230.0,183.24,0.69,0.68,193.29,Good
86.0,43.0,223.0,254.33,0.74,0.52,76.38,Good
73.0,62.0,60.0,9.23,0.1,0.26,65.06,Bad
254.0,51.0,117.0,340.49,0.99,0.6,119.22,Bad
31.0,246.0,99.0,138.98,0.92,0.54,164.96,Medium
13.0,182.0,53.0,134.2,0.87,0.38,116.76,Medium
190.0,,221.0,,,,,
181.0,52.0,248.0,279.49,0.93,0.59,112.92,Good
68.0,187.0,15.0,101.51,0.85,0.4,131.81,Medium
139.0,130.0,140.0,294.0,0.04,0.53,133.83,Good
229.0,75.0,249.0,293.1,0.94,0.64,140.88,Good
48.0,22.0,194.0,249.07,0.8,0.42,49.38,Good
184.0,142.0,213.0,275.49,0.46,0.7,162.65,Good
33.0,249.0,142.0,150.28,0.95,0.55,172.22,Medium
199.0,196.0,97.0,58.24,0.48,0.58,185.61,Medium
229.0,171.0,32.0,42.34,0.79,0.51,172.5,Medium
155.0,248.0,92.0,95.77,0.92,0.67,202.41,Medium
240.0,131.0,58.0,24.07,0.86,0.58,155.27,Bad
228.0,32.0,196.0,309.8,0.78,0.51,109.3,Medium
131.0,201.0,183.0,164.57,0.39,0.65,178.02,Medium
122.0,156.0,198.0,213.16,0.4,0.63,150.62,Good
251.0,244.0,239.0,25.0,0.6,0.96,245.52,Good
235.0,233.0,207.0,55.71,0.41,0.87,230.63,Good
85.0,,194.0,,,,,
3.0,28.0,131.0,228.28,0.96,0.26,32.27,Medium
12.0,30.0,228.0,235.0,0.9,0.47,47.19,Good
99.0,4.0,178.0,272.76,0.96,0.36,52.24,Medium
76.0,207.0,95.0,128.7,0.58,0.55,155.06,Medium
46.0,65.0,2.0,78.1,0.94,0.13,52.14,Bad
151.0,46.0,112.0,322.29,0.53,0.39,84.92,Medium
1.0,183.0,81.0,146.37,0.99,0.36,116.95,Medium
92.0,46.0,101.0,290.18,0.37,0.29,66.02,Medium
40.0,189.0,254.0,198.22,0.99,0.58,151.86,Good
143.0,66.0,1.0,27.46,0.99,0.28,81.61,Bad
139.0,229.0,,,,,,
123.0,187.0,213.0,197.33,0.52,0.66,170.83,Good
255.0,113.0,167.0,337.18,1.0,0.72,161.61,Bad
133.0,64.0,,,,,,
16.0,58.0,146.0,220.62,0.8,0.32,55.47,Medium
,126.0,248.0,,,,,
190.0,91.0,42.0,19.86,0.64,0.45,115.01,Bad
116.0,191.0,136.0,136.0,0.37,0.6,162.3,Medium
39.0,111.0,240.0,218.51,0.87,0.55,104.18,Good
223.0,120.0,212.0,306.41,0.62,0.67,161.28,Medium
146.0,63.0,53.0,6.45,0.47,0.39,86.68,Bad
150.0,77.0,,,,,,
91.0,203.0,,,,,,
52.0,242.0,48.0,118.76,0.88,0.57,163.07,Medium
212.0,108.0,,,,,,
54.0,171.0,108.0,147.69,0.52,0.44,128.84,Medium
133.0,72.0,208.0,266.91,0.59,0.55,105.74,Good
148.0,197.0,71.0,83.33,0.52,0.53,167.98,Medium
203.0,178.0,147.0,33.21,0.35,0.69,181.94,Medium
104.0,3.0,19.0,350.5,0.94,0.21,35.02,Bad
94.0,,160.0,,,,,
211.0,93.0,59.0,13.42,0.63,0.53,124.41,Bad
6.0,197.0,58.0,136.34,0.94,0.4,124.04,Medium
112.0,25.0,164.0,277.55,0.74,0.37,66.86,Medium
89.0,35.0,139.0,271.15,0.6,0.34,63.0,Medium
163.0,169.0,248.0,235.76,0.86,0.81,176.21,Good
177.0,134.0,248.0,262.63,0.89,0.75,159.85,Good
180.0,10.0,5.0,1.71,0.95,0.36,60.26,Bad
235.0,253.0,46.0,65.22,0.98,0.59,224.02,Medium
194.0,69.0,62.0,3.18,0.52,0.5,105.58,Bad
7.0,80.0,244.0,221.52,0.94,0.49,76.87,Good
124.0,42.0,32.0,6.52,0.59,0.31,65.38,Bad
100.0,,224.0,,,,,
75.0,96.0,211.0,230.74,0.61,0.56,102.83,Good
11.0,248.0,0.0,117.34,1.0,0.49,148.86,Medium
247.0,123.0,107.0,6.86,0.9,0.69,158.25,Bad
241.0,127.0,77.0,18.29,0.85,0.62,155.39,Bad
153.0,53.0,66.0,352.2,0.49,0.4,84.38,Bad
220.0,129.0,20.0,32.7,0.83,0.47,143.78,Medium
4.0,40.0,32.0,166.67,0.82,0.09,28.32,Bad
175.0,60.0,155.0,310.43,0.49,0.46,105.21,Medium
34.0,36.0,254.0,239.45,0.99,0.56,60.25,Good
112.0,154.0,25.0,79.53,0.72,0.35,126.74,Medium
53.0,156.0,209.0,200.38,0.63,0.51,131.24,Good
112.0,26.0,237.0,264.45,0.85,0.52,75.77,Good
82.0,184.0,126.0,145.88,0.42,0.52,146.89,Medium
73.0,171.0,203.0,194.77,0.56,0.54,145.35,Good
37.0,58.0,89.0,215.77,0.41,0.25,55.25,Medium
34.0,14.0,189.0,246.86,0.86,0.4,39.93,Medium
109.0,66.0,129.0,280.95,0.32,0.38,86.04,Medium
132.0,134.0,39.0,61.26,0.55,0.34,122.57,Medium
158.0,127.0,,,,,,
176.0,21.0,125.0,319.74,0.79,0.39,79.2,Medium
135.0,55.0,163.0,284.44,0.5,0.43,91.23,Good
131.0,217.0,123.0,114.89,0.55,0.67,180.57,Medium
126.0,245.0,128.0,121.01,0.86,0.73,196.08,Medium
74.0,127.0,204.0,215.54,0.56,0.55,119.93,Good
82.0,112.0,47.0,87.69,0.41,0.31,95.62,Medium
41.0,78.0,252.0,229.48,0.97,0.57,86.77,Good
135.0,230.0,247.0,189.11,0.88,0.75,203.53,Good
29.0,243.0,230.0,176.36,0.9,0.53,177.53,Medium
156.0,72.0,40.0,16.55,0.59,0.38,93.47,Bad
211.0,,129.0,,,,,
3.0,51.0,205.0,225.74,0.97,0.41,54.2,Good
252.0,194.0,208.0,345.52,0.91,0.87,212.94,Good
217.0,135.0,208.0,306.59,0.52,0.69,167.84,Medium
44.0,187.0,74.0,132.59,0.62,0.45,131.36,Medium
9.0,250.0,185.0,163.82,0.96,0.51,170.53,Medium
155.0,40.0,137.0,309.39,0.59,0.38,85.44,Medium
116.0,76.0,234.0,255.19,0.79,0.61,105.97,Good
222.0,20.0,96.0,337.43,0.83,0.47,89.06,Bad
137.0,222.0,133.0,117.3,0.57,0.7,186.44,Medium
246.0,46.0,113.0,339.9,0.92,0.57,113.44,Bad
242.0,214.0,227.0,332.14,0.52,0.89,223.85,Good
34.0,27.0,10.0,42.5,0.55,0.09,27.16,Bad
168.0,188.0,84.0,71.54,0.44,0.53,170.16,Medium
186.0,,146.0,,,,,
68.0,32.0,252.0,249.82,0.97,0.56,67.84,Good
126.0,249.0,24.0,92.8,0.95,0.54,186.57,Medium
46.0,250.0,6.0,110.16,0.96,0.5,161.19,Medium
,166.0,45.0,,,,,
67.0,239.0,114.0,136.4,0.84,0.6,173.32,Medium
159.0,92.0,81.0,8.46,0.33,0.47,110.78,Bad
119.0,56.0,43.0,10.26,0.47,0.32,73.36,Bad
131.0,16.0,169.0,285.1,0.83,0.36,67.83,Medium
41.0,197.0,154.0,163.46,0.66,0.47,145.45,Medium
200.0,222.0,32.0,66.95,0.75,0.5,193.76,Medium
118.0,53.0,104.0,312.92,0.38,0.34,78.25,Medium
148.0,,23.0,,,,,
82.0,43.0,129.0,267.21,0.5,0.34,64.47,Medium
22.0,233.0,237.0,181.12,0.86,0.51,170.37,Good
49.0,63.0,242.0,235.65,0.88,0.57,79.22,Good
3.0,14.0,151.0,235.54,0.96,0.3,26.33,Medium
68.0,72.0,226.0,238.48,0.73,0.58,88.36,Good
,61.0,231.0,,,,,
211.0,60.0,154.0,322.65,0.63,0.53,115.86,Medium
253.0,44.0,147.0,330.43,0.98,0.58,118.23,Bad
,179.0,205.0,,,,,
105.0,251.0,246.0,177.95,0.95,0.7,206.78,Medium
39.0,170.0,227.0,198.19,0.77,0.52,137.33,Good
170.0,149.0,76.0,46.6,0.38,0.48,146.96,Medium
237.0,133.0,32.0,29.56,0.85,0.53,152.58,Bad
36.0,240.0,197.0,167.35,0.87,0.54,174.1,Medium
25.0,134.0,103.0,162.94,0.69,0.31,97.88,Medium
142.0,39.0,209.0,276.35,0.69,0.49,89.18,Good
223.0,194.0,243.0,275.51,0.67,0.86,208.26,Good
,247.0,95.0,,,,,
155.0,11.0,186.0,289.37,0.89,0.39,74.01,Medium
197.0,66.0,35.0,11.48,0.7,0.45,101.63,Bad
145.0,225.0,187.0,151.5,0.57,0.73,196.75,Medium
120.0,,218.0,,,,,
153.0,192.0,77.0,80.35,0.48,0.53,167.23,Medium
129.0,184.0,108.0,103.42,0.35,0.57,158.89,Medium
204.0,142.0,79.0,30.24,0.55,0.55,153.36,Medium
,41.0,76.0,,,,,
112.0,182.0,25.0,86.75,0.76,0.41,143.17,Medium
158.0,13.0,69.0,336.83,0.85,0.34,62.74,Bad
188.0,57.0,132.0,325.65,0.53,0.48,104.72,Medium
14.0,253.0,121.0,146.86,0.98,0.52,166.49,Medium
36.0,62.0,117.0,220.74,0.53,0.3,60.5,Medium
188.0,245.0,222.0,155.79,0.74,0.85,225.33,Good
20.0,208.0,182.0,171.7,0.82,0.45,148.82,Medium
68.0,15.0,34.0,338.49,0.64,0.16,33.01,Medium
218.0,243.0,48.0,67.69,0.89,0.57,213.29,Medium
155.0,215.0,170.0,135.0,0.43,0.73,191.93,Medium
125.0,122.0,27.0,58.16,0.64,0.3,112.07,Medium
174.0,57.0,27.0,12.24,0.73,0.39,88.56,Bad
79.0,233.0,148.0,146.88,0.78,0.61,177.26,Medium
204.0,183.0,197.0,320.0,0.17,0.76,190.87,Good
243.0,155.0,60.0,31.15,0.88,0.59,170.48,Medium
63.0,152.0,254.0,212.04,0.99,0.62,137.02,Good
108.0,83.0,59.0,29.39,0.29,0.33,87.74,Bad
191.0,55.0,200.0,296.28,0.57,0.5,112.19,Good
150.0,196.0,206.0,190.71,0.36,0.7,183.39,Good
68.0,10.0,118.0,272.22,0.84,0.25,39.65,Medium
163.0,107.0,84.0,17.47,0.32,0.48,121.12,Bad
161.0,108.0,111.0,356.6,0.22,0.53,124.19,Bad
127.0,,37.0,,,,,
39.0,46.0,136.0,235.67,0.55,0.34,54.17,Medium
224.0,95.0,250.0,289.94,0.94,0.68,151.24,Good
220.0,244.0,237.0,162.5,0.52,0.91,236.03,Good
89.0,6.0,114.0,286.11,0.9,0.24,43.13,Medium
,5.0,65.0,,,,,
125.0,230.0,103.0,109.61,0.72,0.65,184.13,Medium
206.0,189.0,117.0,48.54,0.48,0.63,185.87,Medium
211.0,176.0,202.0,315.43,0.28,0.76,189.43,Good
93.0,,139.0,,,,,
91.0,14.0,205.0,264.19,0.87,0.43,58.8,Good
104.0,146.0,246.0,222.25,0.89,0.69,144.84,Good
34.0,138.0,116.0,167.31,0.6,0.34,104.4,Medium
90.0,4.0,80.0,306.98,0.91,0.18,38.38,Medium
229.0,255.0,142.0,73.81,1.0,0.78,234.34,Good
80.0,120.0,204.0,220.65,0.55,0.56,117.62,Good
4.0,171.0,6.0,120.72,0.95,0.34,102.26,Medium
230.0,58.0,226.0,301.4,0.77,0.56,128.58,Medium
222.0,242.0,170.0,76.67,0.73,0.81,227.81,Good
153.0,89.0,18.0,31.56,0.79,0.34,100.04,Medium
160.0,144.0,164.0,288.0,0.1,0.6,151.06,Good
42.0,161.0,198.0,194.23,0.65,0.47,129.64,Good
94.0,170.0,155.0,168.16,0.31,0.52,145.57,Medium
14.0,146.0,247.0,206.01,0.94,0.51,118.05,Good
236.0,38.0,47.0,357.27,0.84,0.54,98.23,Bad
189.0,170.0,88.0,48.71,0.43,0.54,166.33,Medium
219.0,25.0,28.0,359.07,0.8,0.48,83.35,Bad
54.0,74.0,59.0,135.0,0.16,0.25,66.31,Medium
134.0,18.0,6.0,5.62,0.91,0.27,51.32,Bad
7.0,162.0,19.0,124.65,0.92,0.33,99.35,Medium
248.0,160.0,239.0,306.14,0.86,0.8,195.32,Good
230.0,165.0,85.0,33.1,0.74,0.62,175.31,Medium
201.0,158.0,12.0,46.35,0.89,0.42,154.21,Medium
250.0,104.0,243.0,302.88,0.94,0.69,163.5,Medium
13.0,31.0,28.0,170.0,0.41,0.09,25.28,Bad
30.0,107.0,76.0,155.84,0.56,0.27,80.44,Medium
152.0,16.0,227.0,278.67,0.87,0.48,80.72,Good
254.0,249.0,153.0,57.03,0.98,0.8,239.55,Good
86.0,79.0,114.0,252.0,0.18,0.38,85.08,Medium
85.0,103.0,172.0,227.59,0.34,0.5,105.48,Good
170.0,227.0,122.0,92.57,0.65,0.68,197.99,Medium
109.0,239.0,108.0,119.54,0.8,0.68,185.2,Medium
115.0,192.0,104.0,112.5,0.41,0.58,158.94,Medium
106.0,,36.0,,,,,
29.0,236.0,178.0,163.19,0.84,0.52,167.49,Medium
75.0,111.0,33.0,87.69,0.54,0.28,91.34,Medium
120.0,142.0,108.0,98.82,0.14,0.49,131.55,Medium
71.0,136.0,,,,,,
112.0,73.0,69.0,5.58,0.24,0.35,84.2,Bad
165.0,24.0,65.0,342.55,0.75,0.37,70.83,Bad
255.0,99.0,204.0,319.62,1.0,0.69,157.61,Medium
180.0,207.0,96.0,74.59,0.54,0.59,186.27,Medium
17.0,169.0,85.0,146.84,0.82,0.36,113.98,Medium
56.0,73.0,26.0,81.7,0.47,0.19,62.56,Medium
174.0,63.0,191.0,292.03,0.5,0.5,110.78,Good
192.0,109.0,223.0,283.68,0.64,0.65,146.81,Good
